Mail Class,Processing Category,Destination Rate Indicator,Rate Indicator,Min Zone,Max Zone,Barcode,Discount and Surcharge,Min Weight,Max Weight
S2,3,B,5D,0,*,0.2063,0.9999,00
S2,3,B,5D,1,*,0.2063,0.9999,00
S2,3,B,5D,2,*,0.2063,0.9999,00
S2,3,S,5D,0,*,0.2063,0.9999,00
S2,3,S,5D,1,*,0.2063,0.9999,00
S2,3,S,5D,2,*,0.2063,0.9999,00
S2,3,D,5D,0,*,0.2063,0.9999,00
S2,3,D,5D,1,*,0.2063,0.9999,00
S2,3,D,5D,2,*,0.2063,0.9999,00
S2,3,N,BM,0,*,0.2063,0.9999,00
S2,3,N,BM,1,*,0.2063,0.9999,00
S2,3,N,BM,2,*,0.2063,0.9999,00
S2,3,B,BM,0,*,0.2063,0.9999,00
S2,3,B,BM,1,*,0.2063,0.9999,00
S2,3,B,BM,2,*,0.2063,0.9999,00
S2,3,N,MB,0,*,0.2063,0.9999,00
S2,3,N,MB,1,*,0.2063,0.9999,00
S2,3,N,MB,2,*,0.2063,0.9999,00
S2,4,B,5D,0,*,0.0001,0.9999,00
S2,4,B,5D,1,*,0.0001,0.9999,00
S2,4,B,5D,2,*,0.0001,0.9999,00
S2,4,S,5D,0,*,0.0001,0.9999,00
S2,4,S,5D,1,*,0.0001,0.9999,00
S2,4,S,5D,2,*,0.0001,0.9999,00
S2,4,D,5D,0,*,0.0001,0.9999,00
S2,4,D,5D,1,*,0.0001,0.9999,00
S2,4,D,5D,2,*,0.0001,0.9999,00
S2,4,B,3D,0,*,0.0001,0.9999,00
S2,4,B,3D,1,*,0.0001,0.9999,00
S2,4,B,3D,2,*,0.0001,0.9999,00
S2,4,S,3D,0,*,0.0001,0.9999,00
S2,4,S,3D,1,*,0.0001,0.9999,00
S2,4,S,3D,2,*,0.0001,0.9999,00
S2,4,N,BM,0,*,0.0001,0.9999,00
S2,4,N,BM,1,*,0.0001,0.9999,00
S2,4,N,BM,2,*,0.0001,0.9999,00
S2,4,B,BM,0,*,0.0001,0.9999,00
S2,4,B,BM,1,*,0.0001,0.9999,00
S2,4,B,BM,2,*,0.0001,0.9999,00
S2,4,N,MB,0,*,0.0001,0.9999,00
S2,4,N,MB,1,*,0.0001,0.9999,00
S2,4,N,MB,2,*,0.0001,0.9999,00
S2,3,B,N5,0,*,0.2063,0.9999,00
S2,3,B,N5,1,*,0.2063,0.9999,00
S2,3,B,N5,2,*,0.2063,0.9999,00
S2,3,S,N5,0,*,0.2063,0.9999,00
S2,3,S,N5,1,*,0.2063,0.9999,00
S2,3,S,N5,2,*,0.2063,0.9999,00
S2,3,D,N5,0,*,0.2063,0.9999,00
S2,3,D,N5,1,*,0.2063,0.9999,00
S2,3,D,N5,2,*,0.2063,0.9999,00
S2,3,N,ND,0,*,0.2063,0.9999,00
S2,3,N,ND,1,*,0.2063,0.9999,00
S2,3,N,ND,2,*,0.2063,0.9999,00
S2,3,B,ND,0,*,0.2063,0.9999,00
S2,3,B,ND,1,*,0.2063,0.9999,00
S2,3,B,ND,2,*,0.2063,0.9999,00
S2,3,N,NM,0,*,0.2063,0.9999,00
S2,3,N,NM,1,*,0.2063,0.9999,00
S2,3,N,NM,2,*,0.2063,0.9999,00
S2,4,B,N5,0,*,0.0001,0.9999,00
S2,4,B,N5,1,*,0.0001,0.9999,00
S2,4,B,N5,2,*,0.0001,0.9999,00
S2,4,S,N5,0,*,0.0001,0.9999,00
S2,4,S,N5,1,*,0.0001,0.9999,00
S2,4,S,N5,2,*,0.0001,0.9999,00
S2,4,D,N5,0,*,0.0001,0.9999,00
S2,4,D,N5,1,*,0.0001,0.9999,00
S2,4,D,N5,2,*,0.0001,0.9999,00
S2,4,B,NT,0,*,0.0001,0.9999,00
S2,4,B,NT,1,*,0.0001,0.9999,00
S2,4,B,NT,2,*,0.0001,0.9999,00
S2,4,S,NT,0,*,0.0001,0.9999,00
S2,4,S,NT,1,*,0.0001,0.9999,00
S2,4,S,NT,2,*,0.0001,0.9999,00
S2,4,N,ND,0,*,0.0001,0.9999,00
S2,4,N,ND,1,*,0.0001,0.9999,00
S2,4,N,ND,2,*,0.0001,0.9999,00
S2,4,B,ND,0,*,0.0001,0.9999,00
S2,4,B,ND,1,*,0.0001,0.9999,00
S2,4,B,ND,2,*,0.0001,0.9999,00
S2,4,N,NM,0,*,0.0001,0.9999,00
S2,4,N,NM,1,*,0.0001,0.9999,00
S2,4,N,NM,2,*,0.0001,0.9999,00
SA,3,B,N5,0,*,0.2063,0.9999,00
SA,3,B,N5,1,*,0.2063,0.9999,00
SA,3,B,N5,2,*,0.2063,0.9999,00
SA,3,S,N5,0,*,0.2063,0.9999,00
SA,3,S,N5,1,*,0.2063,0.9999,00
