Weight,00,03,04,05,06,07,08
1,5.42,5.47,5.57,5.63,5.68,5.73,5.78
2,5.47,5.75,6.43,7.76,8.33,8.85,9.71
3,6.14,7.02,8.05,8.98,9.84,10.37,11.69
4,6.88,7.93,8.98,10.29,11.24,11.92,13.06
5,7.76,9.08,10.02,11.07,11.92,12.87,13.81
6,8.52,10.00,10.59,11.57,12.35,13.23,14.67
7,9.03,10.78,11.13,12.43,13.05,13.68,15.54
8,9.54,10.99,11.84,12.81,13.62,14.47,16.40
9,10.13,11.59,12.49,13.40,14.30,15.20,17.27
10,10.75,12.29,13.25,14.22,15.19,16.15,18.13
11,11.22,12.89,13.95,15.02,16.09,17.15,19.00
12,11.77,13.49,14.61,15.72,16.84,17.94,19.94
13,11.95,13.82,15.05,16.28,17.56,18.74,20.88
14,12.13,14.13,15.48,16.84,18.28,19.52,21.82
15,12.31,14.45,15.92,17.39,18.96,20.32,22.77
16,12.49,14.77,16.36,17.95,19.61,21.09,23.72
17,13.04,15.09,16.80,18.51,20.27,21.88,24.65
18,13.58,15.41,17.23,19.06,20.89,22.68,25.60
19,13.78,15.72,17.67,19.62,21.54,23.47,26.53
20,13.97,16.05,18.11,20.17,22.17,24.25,27.49
21,14.18,16.36,18.55,20.74,22.86,25.06,28.45
22,14.38,16.68,18.99,21.29,23.55,25.86,29.42
23,14.58,17.00,19.42,21.85,24.25,26.68,30.37
24,14.78,17.32,19.86,22.40,24.94,27.48,31.34
25,14.97,17.64,20.30,22.97,25.62,28.29,32.30
26,15.19,17.97,20.76,23.54,26.31,29.09,33.27
27,15.41,18.32,21.22,24.11,27.01,29.91,34.23
28,15.64,18.65,21.66,24.68,27.70,30.71,35.19
29,15.86,18.99,22.12,25.26,28.38,31.52,36.16
30,16.19,19.33,22.58,25.83,29.07,32.32,37.12
31,16.53,19.66,23.03,26.40,29.77,33.14,38.09
32,16.85,20.01,23.49,26.98,30.46,33.94,39.04
33,17.16,20.34,23.95,27.54,31.15,34.75,40.01
34,17.53,20.68,24.40,28.11,31.83,35.55,40.97
35,17.84,21.02,24.85,28.69,32.52,36.37,41.94
36,17.98,21.36,25.31,29.26,33.22,37.17,42.90
37,18.18,21.69,25.77,29.83,33.91,37.97,43.87
38,18.34,22.04,26.23,30.41,34.59,38.78,44.83
39,18.50,22.37,26.68,30.98,35.28,39.59,45.80
40,18.65,22.72,27.13,31.55,35.98,40.40,46.75
41,18.83,23.05,27.59,32.12,36.67,41.20,47.72
42,19.00,23.39,28.05,32.70,37.36,42.01,48.68
43,19.15,23.73,28.50,33.27,38.04,42.82,49.65
44,19.31,24.07,28.96,33.84,38.74,43.63,50.61
45,19.46,24.40,29.42,34.42,39.43,44.43,51.58
46,19.66,24.75,29.87,34.99,40.12,45.24,52.54
47,19.84,25.08,30.32,35.56,40.80,46.05,53.51
48,20.06,25.42,30.78,36.14,41.50,46.86,54.47
49,20.29,25.76,31.24,36.71,42.19,47.66,55.43
50,20.51,26.10,31.69,37.28,42.88,48.47,56.39
51,20.73,26.29,31.95,37.65,43.48,49.28,57.36
52,20.94,26.48,32.20,38.01,44.08,50.09,58.32
53,21.17,26.66,32.46,38.38,44.67,50.89,59.29
54,21.39,26.85,32.71,38.73,45.27,51.70,60.25
55,21.61,27.04,32.97,39.10,45.87,52.51,61.22
56,21.83,27.23,33.22,39.46,46.47,53.32,62.18
57,22.06,27.42,33.48,39.83,47.07,54.12,63.15
58,22.28,27.61,33.73,40.18,47.67,54.93,64.10
59,22.50,27.80,33.98,40.54,48.27,55.74,65.07
60,22.72,27.99,34.24,40.91,48.87,56.55,66.03
61,22.94,28.18,34.49,41.27,49.46,57.35,67.00
62,23.16,28.36,34.75,41.63,50.07,58.16,67.96
63,23.38,28.55,35.00,41.99,50.66,58.97,68.93
64,23.60,28.74,35.26,42.36,51.27,59.78,69.89
65,23.83,28.93,35.51,42.72,51.86,60.58,70.86
66,24.05,29.11,35.76,43.09,52.46,61.39,71.81
67,24.27,29.30,36.02,43.44,53.06,62.20,72.77
68,24.49,29.50,36.27,43.81,53.66,63.00,73.74
69,24.71,29.69,36.53,44.17,54.26,63.81,74.70
70,24.94,29.87,36.78,44.54,54.86,64.61,75.67
BN,13.97,16.05,18.11,20.17,22.17,24.25,27.49
OS,64.40,67.37,68.71,70.74,94.74,100.89,111.66
