Weight,00,03,04,05,06,07,08
0.5,11.16,13.00,15.82,16.93,17.19,17.87,18.13
1,11.82,15.62,18.63,20.69,21.12,21.41,24.93
2,12.53,16.87,21.91,24.43,26.91,28.67,29.79
3,13.30,18.26,25.16,28.16,30.06,32.28,33.29
4,14.19,19.15,27.27,30.81,34.09,35.14,36.31
5,15.07,19.93,29.83,33.70,36.98,38.06,39.33
6,15.74,21.59,33.10,37.22,41.05,41.77,43.55
7,16.43,22.67,35.38,40.00,43.95,44.97,46.52
8,17.15,23.79,37.67,42.56,46.88,48.12,49.51
9,17.89,24.67,39.81,45.31,49.82,51.27,52.69
10,18.58,24.70,41.65,47.69,52.46,53.91,56.68
11,19.48,27.07,43.84,50.25,55.69,57.48,58.83
12,20.31,28.19,46.20,52.59,58.44,60.59,61.98
13,21.00,29.24,48.39,55.00,60.77,63.80,64.97
14,21.74,30.36,50.89,57.32,63.15,66.58,68.15
15,22.18,31.17,52.61,59.63,65.44,68.68,70.68
16,22.85,32.52,55.14,61.86,67.63,70.53,72.51
17,23.58,34.44,58.12,63.80,69.17,72.10,74.11
18,24.57,35.56,59.89,65.16,70.71,73.71,76.06
19,25.20,36.52,61.28,66.55,72.32,75.35,78.06
20,26.13,36.98,62.85,68.15,73.89,77.11,79.86
21,27.85,41.13,68.71,74.79,80.70,84.17,87.80
22,28.89,42.05,70.36,76.47,82.39,86.12,89.69
23,29.78,42.91,72.05,78.36,84.31,87.97,91.80
24,30.50,43.67,73.97,80.34,86.55,89.89,93.69
25,31.41,43.90,75.85,81.99,87.44,90.06,95.93
26,32.03,45.58,77.93,84.01,91.21,94.41,97.61
27,32.83,46.45,79.85,86.41,93.72,96.47,99.47
28,33.48,47.47,81.96,88.89,95.64,98.38,101.58
29,34.22,48.26,84.04,90.77,97.68,100.52,103.73
30,34.88,48.29,85.73,92.86,97.71,102.44,104.42
31,35.75,50.08,87.57,94.97,101.65,104.52,107.96
32,37.03,51.23,89.50,97.09,103.73,106.64,110.00
33,37.89,52.52,91.21,99.17,105.84,109.01,112.52
34,38.71,53.32,93.29,101.28,108.12,111.36,114.87
35,39.54,54.31,95.37,103.39,110.20,113.71,117.11
36,40.14,55.17,97.42,105.48,112.35,116.22,119.39
37,40.90,56.75,99.34,107.62,114.59,118.79,121.90
38,41.56,57.65,101.09,109.51,116.78,121.56,124.21
39,42.10,58.64,102.97,111.56,119.00,124.08,126.69
40,42.95,59.62,104.85,113.67,121.10,126.46,129.23
41,43.91,60.85,106.74,115.82,123.42,128.50,131.68
42,44.99,62.07,108.81,117.90,125.92,131.51,134.35
43,46.18,63.23,110.97,119.98,128.27,133.63,137.12
44,47.21,64.49,112.84,122.10,130.52,135.97,140.03
45,48.20,65.84,114.87,124.18,133.07,138.31,142.28
46,49.16,67.26,116.88,126.82,135.57,140.70,144.79
47,49.99,68.68,118.92,128.21,138.08,142.74,147.07
48,50.31,70.04,120.61,130.33,140.60,145.32,149.81
49,50.68,71.62,122.33,130.72,140.63,147.63,152.48
50,51.37,71.65,122.36,131.34,140.66,147.67,152.52
51,53.45,74.63,126.23,136.60,148.32,152.76,158.33
52,54.28,76.21,128.17,138.68,150.83,155.26,161.44
53,55.33,77.47,130.12,140.99,153.54,157.81,164.15
54,56.23,79.02,132.27,143.08,155.86,160.84,167.26
55,57.06,80.47,134.62,145.02,158.20,163.52,169.74
56,58.11,81.99,137.06,146.70,160.68,166.56,172.48
57,59.23,83.41,139.54,149.32,163.00,169.27,175.42
58,60.52,84.80,142.08,151.37,165.51,172.30,178.52
59,61.38,86.22,144.56,153.22,168.01,175.01,181.66
60,62.01,86.82,146.90,155.83,170.72,177.99,183.87
61,63.69,89.22,149.41,157.81,173.43,180.73,183.91
62,65.21,90.82,151.70,160.81,176.14,183.70,190.78
63,66.30,92.60,154.28,163.13,179.05,186.88,193.95
64,67.56,94.41,156.78,165.87,182.02,190.11,197.05
65,67.98,96.23,159.09,168.55,184.92,193.48,199.73
66,68.96,97.98,161.64,171.29,187.83,196.66,203.29
67,70.01,99.83,163.95,174.26,191.01,200.06,206.83
68,72.47,101.58,166.46,177.17,193.95,200.09,210.16
69,73.57,103.39,168.94,180.11,193.98,201.08,213.70
70,73.80,104.19,168.97,182.88,196.89,203.60,216.61
