Weight,00,03,04,05,06,07,08
1,5.18,5.24,5.34,5.39,5.44,5.5,5.55
2,5.24,5.55,6.23,7.55,8.12,8.65,9.51
3,5.93,6.82,7.85,8.75,9.61,10.14,11.46
4,6.68,7.73,8.78,10.06,11.01,11.69,12.83
5,7.53,8.88,9.83,10.84,11.72,12.67,13.61
6,8.29,9.77,10.38,11.34,12.15,13.04,14.48
7,8.8,10.56,10.9,12.2,12.85,13.45,15.34
8,9.35,10.76,11.64,12.58,13.4,14.28,16.21
9,9.93,11.39,12.3,13.2,14.1,15.01,17.07
10,10.56,12.09,13.06,14.03,15,15.96,17.94
11,11.02,12.69,13.76,14.82,15.9,16.96,18.81
12,11.58,13.3,14.41,15.53,16.65,17.75,19.75
13,11.75,13.62,14.85,16.08,17.37,18.54,20.69
14,11.93,13.93,15.29,16.65,18.09,19.33,21.63
15,12.11,14.26,15.73,17.2,18.77,20.13,22.58
16,12.3,14.57,16.17,17.76,19.42,20.9,23.53
17,12.84,14.89,16.6,18.32,20.08,21.69,24.47
18,13.38,15.22,17.04,18.87,20.7,22.5,25.42
19,13.58,15.53,17.48,19.43,21.35,23.28,26.35
20,13.78,15.85,17.92,19.98,21.99,24.06,27.31
21,13.99,16.17,18.36,20.55,22.67,24.88,28.27
22,14.18,16.49,18.79,21.1,23.36,25.68,29.24
23,14.38,16.8,19.23,21.66,24.06,26.49,30.19
24,14.58,17.13,19.67,22.22,24.75,27.3,31.16
25,14.78,17.45,20.11,22.78,25.44,28.11,32.12
26,15,17.78,20.57,23.35,26.13,28.91,33.09
27,15.22,18.13,21.03,23.93,26.83,29.73,34.05
28,15.45,18.46,21.48,24.5,27.51,30.53,35.01
29,15.67,18.79,21.93,25.07,28.2,31.34,35.98
30,15.97,19.14,22.39,25.65,28.89,32.15,36.94
31,16.3,19.47,22.84,26.22,29.59,32.96,37.91
32,16.63,19.82,23.3,26.79,30.28,33.76,38.87
33,16.94,20.15,23.76,27.36,30.97,34.58,39.84
34,17.3,20.49,24.22,27.93,31.66,35.38,40.8
35,17.62,20.83,24.67,28.51,32.34,36.19,41.77
36,17.76,21.17,25.13,29.08,33.04,37,42.73
37,17.96,21.51,25.58,29.65,33.73,37.8,43.7
38,18.12,21.85,26.04,30.23,34.42,38.61,44.66
39,18.27,22.18,26.49,30.8,35.11,39.41,45.63
40,18.43,22.53,26.95,31.37,35.81,40.23,46.59
41,18.61,22.86,27.41,31.95,36.49,41.03,47.56
42,18.77,23.21,27.87,32.52,37.18,41.85,48.52
43,18.93,23.54,28.32,33.09,37.87,42.65,49.49
44,19.09,23.88,28.78,33.67,38.57,43.46,50.45
45,19.24,24.22,29.24,34.24,39.26,44.26,51.42
46,19.44,24.56,29.69,34.82,39.95,45.08,52.38
47,19.65,24.9,30.14,35.39,40.64,45.88,53.35
48,19.87,25.24,30.6,35.96,41.33,46.7,54.31
49,20.1,25.57,31.06,36.54,42.02,47.5,55.28
50,20.32,25.92,31.51,37.11,42.71,48.31,56.24
51,20.54,26.11,31.77,37.47,43.32,49.11,57.21
52,20.76,26.29,32.02,37.84,43.91,49.93,58.17
53,20.99,26.48,32.28,38.21,44.5,50.73,59.14
54,21.2,26.67,32.53,38.56,45.11,51.55,60.1
55,21.42,26.86,32.79,38.92,45.7,52.35,61.07
56,21.64,27.04,33.04,39.29,46.31,53.16,62.03
57,21.87,27.23,33.3,39.65,46.9,53.96,63
58,22.09,27.43,33.55,40.01,47.51,54.78,63.96
59,22.31,27.62,33.8,40.37,48.1,55.58,64.93
60,22.53,27.81,34.06,40.74,48.71,56.4,65.89
61,22.76,27.99,34.31,41.1,49.3,57.2,66.86
62,22.98,28.18,34.58,41.46,49.91,58.01,67.82
63,23.2,28.37,34.83,41.82,50.5,58.81,68.79
64,23.42,28.56,35.09,42.19,51.11,59.63,69.75
65,23.64,28.75,35.34,42.55,51.7,60.43,70.72
66,23.86,28.93,35.59,42.92,52.31,61.24,71.67
67,24.08,29.12,35.85,43.27,52.9,62.05,72.63
68,24.3,29.32,36.1,43.64,53.51,62.85,73.6
69,24.52,29.51,36.36,44,54.1,63.66,74.56
70,24.75,29.69,36.61,44.37,54.71,64.47,75.53
BN,13.78,15.85,17.92,19.98,21.99,24.06,27.31
OS,68.73,77.17,78.85,81.19,102.47,110.91,119.35
