Weight,00,03,04,05,06,07,08
0.5,13.09,16.99,20.42,23.23,25.22,26.95,27.68
1,15.13,16.99,20.42,23.23,25.22,26.95,27.68
2,15.58,17.25,22.98,25.71,28.51,29.93,31.36
3,15.94,18.47,25.44,28.48,31.59,32.64,33.81
4,16.30,19.36,27.58,31.16,34.48,35.54,36.94
5,16.65,20.16,30.17,34.08,37.40,38.49,39.87
6,16.93,21.84,33.47,37.65,41.52,42.49,44.29
7,17.51,22.93,35.78,40.46,44.45,45.48,47.05
8,18.02,24.06,38.09,43.04,47.41,48.67,50.07
9,18.66,24.94,40.26,45.82,50.39,51.85,53.29
10,19.32,24.97,42.12,48.23,53.05,54.52,57.32
11,20.00,27.38,44.34,50.82,56.32,58.13,59.49
12,20.83,28.51,46.72,53.19,59.10,61.28,62.68
13,21.37,29.57,48.94,55.62,61.46,64.53,65.71
14,21.99,30.70,51.47,57.97,63.86,67.34,68.93
15,22.62,31.52,53.21,60.31,66.35,71.96,73.98
16,23.40,32.89,55.77,62.56,68.40,72.92,74.91
17,24.14,34.83,58.78,64.53,69.95,73.75,75.78
18,25.02,35.97,60.56,65.90,71.51,74.55,76.92
19,25.81,36.93,61.97,67.31,73.14,76.20,78.95
20,26.67,37.40,63.56,68.93,74.73,77.98,80.76
21,28.52,41.60,69.49,75.64,81.62,85.12,88.80
22,29.34,42.52,71.16,77.34,83.32,87.10,90.70
23,30.31,43.40,72.87,79.24,85.26,88.97,92.84
24,31.12,44.16,74.80,81.25,87.53,90.91,94.75
25,31.85,44.40,76.71,82.92,89.10,93.02,96.60
26,32.59,46.10,78.82,84.96,92.24,95.66,98.90
27,33.40,46.98,80.75,87.39,94.78,97.56,100.59
28,34.15,48.00,82.89,89.90,96.72,99.49,102.73
29,34.92,48.81,84.99,91.80,98.79,101.66,104.90
30,35.56,48.84,86.70,93.91,101.05,104.02,106.03
31,36.41,50.64,88.56,96.05,102.80,105.71,109.18
32,37.45,51.81,90.51,98.19,104.90,107.84,111.25
33,38.32,53.12,92.24,100.30,107.04,110.25,113.79
34,39.15,53.92,94.35,102.43,109.34,112.62,116.17
35,39.99,54.92,96.45,104.56,111.45,114.99,118.44
36,40.70,55.80,98.52,106.67,113.62,117.53,120.74
37,41.36,57.40,100.46,108.84,115.89,120.14,123.28
38,42.03,58.30,102.23,110.75,118.10,122.94,125.62
39,42.75,59.30,104.14,112.83,120.34,125.49,128.12
40,43.43,60.30,106.04,114.95,122.47,127.89,130.69
41,44.61,61.54,107.95,117.13,124.81,129.96,133.17
42,45.50,62.77,110.04,119.23,127.35,133.00,135.87
43,46.70,63.94,112.22,121.34,129.72,135.14,138.68
44,47.74,65.22,114.12,123.48,131.99,137.50,141.62
45,48.75,66.58,116.17,125.59,134.57,139.88,143.89
46,49.72,68.02,118.20,128.26,137.11,142.29,146.43
47,50.55,69.46,120.27,129.66,139.64,144.36,148.74
48,50.88,70.83,121.97,131.80,142.19,146.97,151.51
49,51.25,72.43,123.71,132.20,142.22,149.30,154.21
50,52.22,72.46,123.74,132.83,142.25,149.34,154.25
51,54.05,75.47,127.66,138.15,150.00,154.48,160.13
52,54.89,77.07,129.62,140.24,152.54,157.02,163.26
53,55.96,78.35,131.60,142.59,155.28,159.91,166.31
54,56.87,79.92,133.77,144.70,157.62,162.66,169.15
55,57.70,81.38,136.14,146.66,159.99,165.37,171.66
56,58.77,82.92,138.61,148.36,162.50,168.45,174.43
57,59.90,84.36,141.12,151.01,164.84,171.19,177.40
58,61.20,85.76,143.69,153.08,167.38,174.25,180.54
59,62.07,87.20,146.19,154.95,169.92,176.99,183.72
60,62.71,87.80,148.57,157.59,172.65,180.01,185.95
61,64.41,90.23,151.10,159.60,175.39,182.78,185.99
62,65.95,91.84,153.41,162.63,178.13,185.78,192.93
63,67.05,93.65,156.02,164.98,181.08,188.99,196.14
64,68.32,95.48,158.56,167.75,184.08,192.26,199.28
65,69.18,97.32,160.89,170.45,187.02,195.67,201.99
66,70.35,99.08,163.47,173.23,189.96,198.88,205.59
67,71.10,100.96,165.81,176.23,193.17,202.33,209.17
68,73.30,102.73,168.35,179.17,196.14,202.36,212.54
69,74.41,104.56,170.85,182.15,199.73,208.87,221.63
70,75.18,105.37,170.88,184.95,202.91,211.69,224.85
